artist,style,genre,movement,tags,url,img,file_name
Maurice Quentin de La Tour,Rococo,portrait,Rococo,"['male-portraits', 'famous-people', 'Face', 'Chin', 'Forehead', 'Elder']",https://www.wikiart.org/en/maurice-quentin-de-la-tour/charles-pinot-duclos-novelist-and-historian,https://uploads5.wikiart.org/images/maurice-quentin-de-la-tour/charles-pinot-duclos-novelist-and-historian.jpg!Large.jpg,25394-charles-pinot-duclos-novelist-and-historian.jpg
Ilya Repin,Realism,portrait,Realism,['Sitting'],https://www.wikiart.org/en/ilya-repin/portrait-of-s-f-mamontova-1879,https://uploads3.wikiart.org/images/ilya-repin/portrait-of-s-f-mamontova-1879.jpg!Large.jpg,70369-portrait-of-s-f-mamontova-1879.jpg
Charles-Andre van Loo (Carle van Loo),Rococo,portrait,Rococo,,https://www.wikiart.org/en/charles-andre-van-loo-carle-van-loo/this-portrait-of-alexander-jean-joseph-the-riche-of-la-popeliniere-1740,https://uploads2.wikiart.org/00296/images/charles-andre-van-loo-carle-van-loo/la-pouplini-re-tenant-une-fl-te-d-apr-s-carle-van-loo.png!Large.png,25516-la-pouplini-re-tenant-une-fl-te-d-apr-s-carle-van-loo.png!Large.png
Francisco Bayeu y Subias,Rococo,self-portrait,Rococo,"['Gentleman', 'male-portraits', 'self-portrait']",https://www.wikiart.org/en/francisco-bayeu-y-subias/self-portrait-1795,https://uploads5.wikiart.org/images/francisco-bayeu-y-subias/self-portrait-1795.jpg!Large.jpg,26815-self-portrait-1795.jpg
Gustav Klimt,Realism,portrait,Symbolism,"['female-portraits', 'Face', 'Head', 'Chin', 'Forehead']",https://www.wikiart.org/en/gustav-klimt/portrait-of-a-lady,https://uploads2.wikiart.org/images/gustav-klimt/portrait-of-a-lady.jpg!Large.jpg,82785-portrait-of-a-lady.jpg
Charles Turner,Romanticism,portrait,Romanticism,"['Photograph', 'Pictureframe']",https://www.wikiart.org/en/charles-turner/archibald-mclean-1809,https://uploads7.wikiart.org/images/charles-turner/archibald-mclean-1809.jpg!Large.jpg,36424-archibald-mclean-1809.jpg
Arturo Souto,Post-Impressionism,portrait,Expressionism,"['male-portraits', 'Gentleman', 'Male']",https://www.wikiart.org/en/arturo-souto/portrait-of-a-man-1945,https://uploads6.wikiart.org/images/arturo-souto/portrait-of-a-man-1945.jpg!Large.jpg,134999-portrait-of-a-man-1945.jpg
Maximilien Luce,Neo-Impressionism,portrait,Neo-Impressionism,,https://www.wikiart.org/en/maximilien-luce/portrait-dun-paysan,https://uploads5.wikiart.org/00328/images/maximilien-luce/portrait-d-un-paysan.jpg!Large.jpg,111486-portrait-d-un-paysan.jpg
Augustus John,Post-Impressionism,portrait,Post-Impressionism,,https://www.wikiart.org/en/augustus-john/edwin-john-1911,https://uploads0.wikiart.org/images/augustus-john/edwin-john-1911.jpg!Large.jpg,122332-edwin-john-1911.jpg
George Dawe,Neoclassicism,portrait,Neoclassicism,,https://www.wikiart.org/en/george-dawe/the-portrait-of-egor-andreevich-ahte-1828,https://uploads0.wikiart.org/00318/images/george-dawe/ahte-egor-andreevich.jpg!Large.jpg,32735-ahte-egor-andreevich.jpg
John Russell,Rococo,portrait,Rococo,['Gentleman'],https://www.wikiart.org/en/john-russell/portrait-of-a-man,https://uploads0.wikiart.org/images/john-russell/portrait-of-a-man.jpg,27556-portrait-of-a-man.jpg
Isaac Israels,Impressionism,portrait,Realism,,https://www.wikiart.org/en/isaac-israels/portrait-of-mrs-d-calisch-hijmans-kroller-muller,https://uploads0.wikiart.org/00326/images/isaac-israels/isaac-isra-ls-1865-1934-portret-van-mev-d-calisch-hijmans-kr-ller-m-ller-museum-otterlo-23-08-2016.JPG!Large.JPG,75415-isaac-isra-ls-1865-1934-portret-van-mev-d-calisch-hijmans-kr-ller-m-ller-museum-otterlo-23-08-2016.JPG!Large.JPG
Thomas Lawrence,Romanticism,portrait,Rococo,"['Hair', 'Lady', 'Hairstyle', 'Beauty', 'Chin']",https://www.wikiart.org/en/thomas-lawrence/isabella-anne-hutchinson-1803,https://uploads7.wikiart.org/images/thomas-lawrence/isabella-anne-hutchinson-1803.jpg!Large.jpg,28106-isabella-anne-hutchinson-1803.jpg
Alfred Freddy Krupa,New European Painting,portrait,New Ink Art,"['Face', 'Sketch', 'Forehead', 'Head', 'Chin', 'Jaw', 'Eyebrow', 'Nose']",https://www.wikiart.org/en/alfred-freddy-krupa/noa-2015,https://uploads0.wikiart.org/00205/images/alfred-freddy-krupa/noa1.jpg!Large.jpg,252594-noa1.jpg
Albrecht Durer,Northern Renaissance,portrait,Northern Renaissance,"['female-portraits', 'Victorianfashion', 'costumedesign', 'fashion', 'Sketch']",https://www.wikiart.org/en/albrecht-durer/two-venetian-women,https://uploads4.wikiart.org/images/albrecht-durer/two-venetian-women.jpg!Large.jpg,8469-two-venetian-women.jpg
Károly Lotz,Art Nouveau (Modern),portrait,Romanticism,,https://www.wikiart.org/en/karoly-lotz/portrait-of-kornelia-lotz-1895,https://uploads0.wikiart.org/00317/images/karoly-lotz/lotz-k-roly-korn-lia.jpg!Large.jpg,47890-lotz-k-roly-korn-lia.jpg
Gazmend Freitag,Contemporary Realism,portrait,Contemporary Realism,"['famous-people', 'Sketch', 'Face', 'Chin', 'Eyebrow', 'Nose', 'Forehead', 'Jaw', 'Head']",https://www.wikiart.org/en/gazmend-freitag/havzi-nela,https://uploads2.wikiart.org/00200/images/gazmend-freitag/havzi-nela.jpg!Large.jpg,240051-havzi-nela.jpg
Jean-Francois Millet,Realism,portrait,Realism,"['male-portraits', 'Facialhair']",https://www.wikiart.org/en/jean-francois-millet/portrait-of-javain-mayor-of-cherbourg-1841,https://uploads7.wikiart.org/images/jean-francois-millet/portrait-of-javain-mayor-of-cherbourg-1841.jpg!Large.jpg,61582-portrait-of-javain-mayor-of-cherbourg-1841.jpg
Jean-Michel Basquiat,Street art,self-portrait,Neo-Expressionism,,https://www.wikiart.org/en/jean-michel-basquiat/self-portrait-1986,https://uploads0.wikiart.org/images/jean-michel-basquiat/self-portrait-1986.jpg,218781-self-portrait-1986.jpg
Spyros Papaloukas,Expressionism,portrait,Expressionism,"['Gentleman', 'Male', 'Human', 'Photocaption']",https://www.wikiart.org/en/spyros-papaloukas/portrait-of-young-man-1917,https://uploads6.wikiart.org/images/spyros-papaloukas/portrait-of-young-man-1917.jpg!Large.jpg,133938-portrait-of-young-man-1917.jpg
Johann Nepomuk Passini,Romanticism,portrait,Romanticism,,https://www.wikiart.org/en/johann-nepomuk-passini/girl-portrait-1832,https://uploads1.wikiart.org/00326/images/johann-nepomuk-passini/johann-nepomuk-passini-m-dchenportr-t.jpg,39718-johann-nepomuk-passini-m-dchenportr-t.jpg
Ethel Léontine Gabain,Neo-Romanticism,portrait,Neo-Romanticism,,https://www.wikiart.org/en/ethel-leontine-gabain/the-little-dancer,https://uploads8.wikiart.org/00327/images/ethel-leontine-gabain/the-little-dancer.jpg!Large.jpg,197926-the-little-dancer.jpg
Morteza Katouzian,Realism,portrait,Contemporary Realism,"['children', 'childrenportraits', 'Nap', 'Sleep', 'Child', 'Bedtime']",https://www.wikiart.org/en/morteza-katouzian/untitled-2,https://uploads5.wikiart.org/00109/images/morteza-katouzian/a3.jpg!Large.jpg,239301-a3.jpg
Gary Hume,Neo-Pop Art,portrait,Neo-Pop Art,"['Face', 'Head']",https://www.wikiart.org/en/gary-hume/francis-bacon-1998,https://uploads8.wikiart.org/images/gary-hume/francis-bacon-1998.jpg!Large.jpg,242579-francis-bacon-1998.jpg
Felix Nadar,Pictorialism,"photo,self-portrait",Pictorialism,,https://www.wikiart.org/en/nadar/self-portrait-with-wife-ernestine-in-a-balloon-gondola-1890,https://uploads6.wikiart.org/00335/images/nadar/nadar-self-portrait-with-wife-ernestine-in-a-balloon-gondola-c1865.jpg!Large.jpg,196527-nadar-self-portrait-with-wife-ernestine-in-a-balloon-gondola-c1865.jpg
Alexei Korzukhin,Realism,portrait,Realism,"['Gentleman', 'Beard', 'Facialhair']",https://www.wikiart.org/en/aleksey-ivanovich-korzukhin/portrait-of-the-a-v-vysheslavtsev-1880,https://uploads1.wikiart.org/00197/images/aleksey-ivanovich-korzukhin/a-korzukhin-035.jpg!Large.jpg,66489-a-korzukhin-035.jpg
Jan Matejko,Romanticism,portrait,Romanticism,"['male-portraits', 'famous-people', 'Facialhair']",https://www.wikiart.org/en/jan-matejko/sigismund-iii-vasa,https://uploads1.wikiart.org/images/jan-matejko/sigismund-iii-vasa.jpg!Large.jpg,49111-sigismund-iii-vasa.jpg
Jean Auguste Dominique Ingres,Neoclassicism,portrait,Neoclassicism,"['male-portraits', 'Standing', 'Sketch', 'Footwear']",https://www.wikiart.org/en/jean-auguste-dominique-ingres/lord-graham-thomas-philip-robinson,https://uploads8.wikiart.org/images/jean-auguste-dominique-ingres/lord-graham-thomas-philip-robinson.jpg!Large.jpg,32513-lord-graham-thomas-philip-robinson.jpg
Lin Fengmian,Expressionism,portrait,Republic of China (1912–1949),,https://www.wikiart.org/en/lin-fengmian/seated-lady,https://uploads3.wikiart.org/images/lin-fengmian/seated-lady.jpg,251746-seated-lady.jpg
Hans Memling,Northern Renaissance,portrait,Northern Renaissance,['Lady'],https://www.wikiart.org/en/hans-memling/portrait-of-a-young-man-1490,https://uploads3.wikiart.org/images/hans-memling/portrait-of-a-young-man-1490.jpg!Large.jpg,7749-portrait-of-a-young-man-1490.jpg
Boris Kustodiev,Realism,self-portrait,Realism,"['male-portraits', 'famous-people', 'Boris-Kustodiev', 'Facialhair', 'Hair', 'Moustache', 'Beard', 'Forehead', 'Chin', 'Nose', 'Sketch']",https://www.wikiart.org/en/boris-kustodiev/self-portrait-1918,https://uploads5.wikiart.org/images/boris-kustodiev/self-portrait-1918.jpg!Large.jpg,76472-self-portrait-1918.jpg
Antonello da Messina,Early Renaissance,portrait,Early Renaissance,"['male-portraits', 'Gentleman']",https://www.wikiart.org/en/antonello-da-messina/portrait-of-an-unknown-man,https://uploads0.wikiart.org/images/antonello-da-messina/portrait-of-an-unknown-man.jpg!Large.jpg,3727-portrait-of-an-unknown-man.jpg
Pablo Picasso,Naïve Art (Primitivism),portrait,Post-Impressionism,['female-portraits'],https://www.wikiart.org/en/pablo-picasso/jacqueline-in-turkish-costume-1955,https://uploads1.wikiart.org/images/pablo-picasso/jacqueline-in-turkish-costume-1955.jpg!Large.jpg,124136-jacqueline-in-turkish-costume-1955.jpg
Jean-Baptiste van Loo,Rococo,portrait,Rococo,['Sitting'],https://www.wikiart.org/en/jean-baptiste-van-loo/william-murray-1st-earl-of-mansfield-1745,https://uploads3.wikiart.org/00308/images/jean-baptiste-van-loo/jean-baptiste-van-loo-william-murray-1st-earl-of-mansfield-google-art-project.jpg!Large.jpg,24259-jean-baptiste-van-loo-william-murray-1st-earl-of-mansfield-google-art-project.jpg
Josef Capek,Expressionism,portrait,Expressionism,,https://www.wikiart.org/en/josef-capek/harmonikar-1919,https://uploads4.wikiart.org/00308/images/josef-capek/josef-apek-harmonik-1919-2.jpg,133129-josef-apek-harmonik-1919-2.jpg
Avigdor Arikha,Expressionism,self-portrait,Expressionism,"['Sketch', 'Figuredrawing', 'Sitting']",https://www.wikiart.org/en/avigdor-arikha/self-portrait-drawing-2008,https://uploads3.wikiart.org/images/avigdor-arikha/self-portrait-drawing-2008.jpg!Large.jpg,138433-self-portrait-drawing-2008.jpg
Helene Schjerfbeck,Expressionism,portrait,Realism,"['Face', 'Cheek', 'Head', 'Chin', 'Nose', 'Forehead', 'Lip']",https://www.wikiart.org/en/helene-schjerfbeck/forty-year-old-1939,https://uploads0.wikiart.org/images/helene-schjerfbeck/forty-year-old-1939.jpg!Large.jpg,74861-forty-year-old-1939.jpg
Gustave Courbet,Realism,portrait,Realism,"['male-portraits', 'famous-people', 'Bruyas', 'Gentleman']",https://www.wikiart.org/en/gustave-courbet/portrait-of-alfred-bruyas-painting-solution-1853,https://uploads8.wikiart.org/images/gustave-courbet/portrait-of-alfred-bruyas-painting-solution-1853.jpg!Large.jpg,62276-portrait-of-alfred-bruyas-painting-solution-1853.jpg
John Singer Sargent,Realism,portrait,Realism,"['famous-people', 'female-portraits', 'Photograph', 'Lady', 'Head', 'Sketch']",https://www.wikiart.org/en/john-singer-sargent/elizabeth-sprague-coolidge-1923,https://uploads3.wikiart.org/images/john-singer-sargent/elizabeth-sprague-coolidge-1923.jpg,73475-elizabeth-sprague-coolidge-1923.jpg
Karl Bryullov,Romanticism,self-portrait,Neoclassicism,"['male-portraits', 'famous-people', 'Karl-Bryullov', 'Face', 'Chin', 'Head', 'Forehead', 'Cheek', 'self-portrait']",https://www.wikiart.org/en/karl-bryullov/self-portrait,https://uploads7.wikiart.org/images/karl-bryullov/self-portrait.jpg!Large.jpg,33033-self-portrait.jpg
Pompeo Batoni,Neoclassicism,portrait,Rococo,"['Hair', 'Hairstyle', 'Chin', 'Longhair', 'Eye', 'female-portraits']",https://www.wikiart.org/en/pompeo-batoni/portrait-of-a-woman-traditionally-identified-as-margaret-stuart-lady-hippisley-1785,https://uploads8.wikiart.org/00309/images/pompeo-batoni/pompeo-batoni-portrait-of-a-woman-traditionally-identified-as-margaret-stuart-lady-hippisley-google.jpg!Large.jpg,25790-pompeo-batoni-portrait-of-a-woman-traditionally-identified-as-margaret-stuart-lady-hippisley-google.jpg
Ilya Repin,Realism,portrait,Realism,"['Sketch', 'Figuredrawing', 'Arm', 'Sitting']",https://www.wikiart.org/en/ilya-repin/portrait-of-e-g-mamontova-reading-1879,https://uploads2.wikiart.org/images/ilya-repin/portrait-of-e-g-mamontova-reading-1879.jpg!Large.jpg,70362-portrait-of-e-g-mamontova-reading-1879.jpg
Erro,Pop Art,portrait,Pop Art,,https://www.wikiart.org/en/erro/marilyn-and-the-old-man,https://uploads7.wikiart.org/images/erro/marilyn-and-the-old-man.jpg,227056-marilyn-and-the-old-man.jpg
Pablo Picasso,Surrealism,portrait,Post-Impressionism,"['female-portraits', 'Face', 'Head', 'Cheek', 'Nose', 'Turquoise']",https://www.wikiart.org/en/pablo-picasso/head-of-a-woman-1939,https://uploads5.wikiart.org/images/pablo-picasso/head-of-a-woman-1939.jpg!Large.jpg,123985-head-of-a-woman-1939.jpg
Franz Xaver Winterhalter,Neoclassicism,portrait,Neoclassicism,"['famous-people', 'female-portraits', 'Lady']",https://www.wikiart.org/en/franz-xaver-winterhalter/marie-christine-d-orl-ans,https://uploads2.wikiart.org/images/franz-xaver-winterhalter/marie-christine-d-orl-ans.jpg,33388-marie-christine-d-orl-ans.jpg
Frida Kahlo,Naïve Art (Primitivism),portrait,Magic Realism,['group-portraits'],https://www.wikiart.org/en/frida-kahlo/two-women-1929,https://uploads0.wikiart.org/images/magdalena-carmen-frieda-kahlo-y-calderón-de-rivera/two-women-1929.jpg!Large.jpg,175006-two-women-1929.jpg
Paul-Albert Besnard,Impressionism,portrait,Academic Art,,https://www.wikiart.org/en/paul-albert-besnard/le-biarotte-1929,https://uploads7.wikiart.org/00272/images/paul-albert-besnard/albert-besnard-le-biarotte-1929-56-cleveland-museum-of-art.jpg!Large.jpg,59417-albert-besnard-le-biarotte-1929-56-cleveland-museum-of-art.jpg
Charles Le Brun,Baroque,portrait,Baroque,,https://www.wikiart.org/en/charles-le-brun/der-franzosische-konig-louis-xiv-1667,https://uploads1.wikiart.org/00219/images/charles-le-brun/louis1667.jpg,17142-louis1667.jpg
Zinaida Serebriakova,Art Nouveau (Modern),portrait,Symbolism,"['male-portraits', 'Sitting']",https://www.wikiart.org/en/zinaida-serebriakova/eugene-portrait-of-the-artist-s-son-1917,https://uploads5.wikiart.org/images/zinaida-serebriakova/eugene-portrait-of-the-artist-s-son-1917.jpg!Large.jpg,88466-eugene-portrait-of-the-artist-s-son-1917.jpg
John Singer Sargent,Realism,portrait,Realism,"['male-portraits', 'famous-people', 'Gentleman', 'Chin']",https://www.wikiart.org/en/john-singer-sargent/my-friend-chadwick-1880,https://uploads5.wikiart.org/images/john-singer-sargent/my-friend-chadwick-1880.jpg!Large.jpg,72762-my-friend-chadwick-1880.jpg
François Gérard,Neoclassicism,portrait,Neoclassicism,['Lady'],https://www.wikiart.org/en/francois-gerard/carolina-ferdinanda-louisa-van-sicilie-1798-1870,https://uploads4.wikiart.org/00227/images/francois-gerard/carolina-ferdinanda-louisa-van-sicili-1798-1870-echtgenote-van-karel-ferdinand-hertog-van-berry-in.jpeg!Large.jpeg,32038-carolina-ferdinanda-louisa-van-sicili-1798-1870-echtgenote-van-karel-ferdinand-hertog-van-berry-in.jpeg!Large.jpeg
Mary Beale,Baroque,portrait,Baroque,['Lady'],https://www.wikiart.org/en/mary-beale/portrait-of-a-young-girl-1681,https://uploads0.wikiart.org/00139/images/mary-beale/tate-tate-t06612-10.jpg!Large.jpg,17810-tate-tate-t06612-10.jpg
Francesco Hayez,Romanticism,"portrait,genre painting",Romanticism,"['1880spaintingsfromItaly', 'female-portraits']",https://www.wikiart.org/en/francesco-hayez/girl-with-folded-hands-1880,https://uploads7.wikiart.org/00361/images/francesco-hayez/francesco-hayez-m-dchen-mit-gefalteten-h-nden.jpg!Large.jpg,38657-francesco-hayez-m-dchen-mit-gefalteten-h-nden.jpg
Andrea Solario,High Renaissance,portrait,High Renaissance,"['male-portraits', 'Gentleman']",https://www.wikiart.org/en/andrea-solario/portrait-of-a-man,https://uploads3.wikiart.org/images/andrea-solario/portrait-of-a-man.jpg!Large.jpg,5562-portrait-of-a-man.jpg
Grigoriy Goldstein,Symbolism,portrait,Symbolism,,https://www.wikiart.org/en/goldstein-grigoriy/in-the-country,https://uploads3.wikiart.org/images/grigoriy-goldstein/in-the-country.jpg,87591-in-the-country.jpg
Paul Delvaux,Surrealism,portrait,Surrealism,"['male-nude', 'ruins-and-columns', 'Male', 'Barechested']",https://www.wikiart.org/en/paul-delvaux/narrator-1937,https://uploads6.wikiart.org/images/paul-delvaux/narrator-1937.jpg!Large.jpg,182435-narrator-1937.jpg
Andrey Allakhverdov,Expressionism,portrait,Expressionism,,https://www.wikiart.org/en/andrey-allakhverdov-0/grant-devolson-wood-1891-1942-2017,https://uploads6.wikiart.org/00267/images/andrey-allakhverdov-0/21.jpg!Large.jpg,138932-21.jpg
Vasily Vereshchagin,Orientalism,portrait,Orientalism,"['male-portraits', 'Forehead', 'Turban', 'Headgear']",https://www.wikiart.org/en/vasily-vereshchagin/sowar-the-messenger-of-the-government-1876,https://uploads6.wikiart.org/images/vasily-vereshchagin/sowar-the-messenger-of-the-government-1876.jpg!Large.jpg,54935-sowar-the-messenger-of-the-government-1876.jpg
Chris Ofili,Neo-Expressionism,"figurative,portrait",Neo-Expressionism,,https://www.wikiart.org/en/chris-ofili/untitled-2001,https://uploads0.wikiart.org/00287/images/chris-ofili/untitled-2001.jpg!Large.jpg,219450-untitled-2001.jpg
John Hoppner,Romanticism,portrait,Romanticism,['Lady'],https://www.wikiart.org/en/john-hoppner/master-meyrick-william-henry-meyrick-in-ruffled-infant-s-dress-1793,https://uploads6.wikiart.org/images/john-hoppner/master-meyrick-william-henry-meyrick-in-ruffled-infant-s-dress-1793.jpg!Large.jpg,35755-master-meyrick-william-henry-meyrick-in-ruffled-infant-s-dress-1793.jpg
Rembrandt Peale,Neoclassicism,portrait,Neoclassicism,,https://www.wikiart.org/en/rembrandt-peale/charles-hodge,https://uploads4.wikiart.org/00268/images/rembrandt-peale/charles-hodge-by-rembrandt-peale-1778-1860.jpg!Large.jpg,32264-charles-hodge-by-rembrandt-peale-1778-1860.jpg
Felix Nadar,Pictorialism,"photo,self-portrait",Pictorialism,,https://www.wikiart.org/en/nadar/revolving-self-portrait-1865,https://uploads1.wikiart.org/00335/images/nadar/autoportrait-tournant-nadar-c-1865.jpg!Large.jpg,196477-autoportrait-tournant-nadar-c-1865.jpg
Charles Turner,Romanticism,portrait,Romanticism,"['Photograph', 'Lady', 'Vintageclothing', 'Retrostyle']",https://www.wikiart.org/en/charles-turner/frances-teresa-stuart-duchess-of-richmond-and-lennox-1810-1,https://uploads0.wikiart.org/images/charles-turner/frances-teresa-stuart-duchess-of-richmond-and-lennox-1810-1.jpg!Large.jpg,36453-frances-teresa-stuart-duchess-of-richmond-and-lennox-1810-1.jpg
William Orpen,Post-Impressionism,portrait,Post-Impressionism,"['Monarch', 'Pope']",https://www.wikiart.org/en/william-orpen/reginald-brabazon-12th-earl-of-meath-1929,https://uploads8.wikiart.org/images/william-orpen/reginald-brabazon-12th-earl-of-meath-1929.jpg!Large.jpg,122516-reginald-brabazon-12th-earl-of-meath-1929.jpg
Giovanni Domenico Tiepolo,Rococo,portrait,Rococo,"['male-portraits', 'Pictureframe']",https://www.wikiart.org/en/giovanni-domenico-tiepolo/head-of-an-old-man,https://uploads6.wikiart.org/images/giovanni-domenico-tiepolo/head-of-an-old-man.jpg!Large.jpg,26649-head-of-an-old-man.jpg
